Employee_ID,Name,Age,Gender,Country,City,Education,Job_Title,Department,Experience_Years,Salary_USD,Bonus_USD,Work_Hours_Per_Week,Remote_Work,Performance_Score,Joining_Year,Contract_Type
497,Employee_497,28,Male,UK,NY,Master,Developer,HR,28,137810,4722,34,No,4,2023,Part-Time
498,Employee_498,26,Male,Pakistan,NY,Bachelor,Analyst,Marketing,8,134779,13059,44,Yes,9,2003,Full-Time
499,Employee_499,47,Male,USA,Delhi,Bachelor,Designer,Marketing,3,123789,6087,42,Yes,7,2001,Full-Time
500,Employee_500,33,Male,India,NY,Master,Analyst,IT,18,126516,11338,42,Yes,6,2012,Contract
501,Employee_501,50,Female,Pakistan,London,Master,Designer,IT,23,32017,3170,42,No,4,2015,Full-Time
502,Employee_502,38,Female,UK,Toronto,Master,Designer,Marketing,13,37957,4391,44,No,2,2021,Full-Time
503,Employee_503,35,Female,UK,Toronto,PhD,Analyst,HR,4,144534,7942,43,No,8,2001,Part-Time
504,Employee_504,24,Male,Canada,Delhi,Bachelor,Manager,HR,17,137724,19000,37,Yes,6,2018,Full-Time
505,Employee_505,54,Female,Pakistan,Karachi,PhD,Analyst,IT,9,34792,14806,40,Yes,3,2016,Contract
506,Employee_506,31,Female,Canada,London,Bachelor,Analyst,IT,24,85982,15792,47,No,7,2004,Part-Time
507,Employee_507,44,Female,USA,London,High School,Developer,IT,18,43237,13809,53,No,7,2024,Contract
508,Employee_508,40,Male,Pakistan,NY,PhD,Developer,Finance,11,81586,15855,33,No,6,2017,Full-Time
509,Employee_509,55,Male,USA,London,Bachelor,Analyst,Finance,17,111787,10108,55,No,2,2022,Contract
510,Employee_510,42,Male,Canada,LA,Bachelor,Analyst,IT,16,49252,7458,39,Yes,8,2020,Contract
511,Employee_511,35,Male,Pakistan,Karachi,PhD,Developer,HR,29,40707,3756,30,Yes,1,2017,Full-Time
512,Employee_512,58,Female,Canada,NY,PhD,Designer,IT,23,64206,7853,58,Yes,1,2007,Full-Time
513,Employee_513,58,Female,Pakistan,LA,Bachelor,Analyst,Finance,10,124276,8709,34,No,6,2014,Part-Time
514,Employee_514,33,Female,Canada,Delhi,PhD,Manager,HR,2,33543,19320,42,Yes,5,2012,Part-Time
515,Employee_515,50,Female,UK,Toronto,Master,Manager,Finance,22,74135,13847,30,No,9,2012,Part-Time
516,Employee_516,24,Male,Canada,Delhi,PhD,Manager,HR,16,146469,18352,52,No,7,2015,Full-Time
517,Employee_517,54,Male,UK,Toronto,PhD,Analyst,Finance,0,143824,8297,37,No,2,2021,Contract
518,Employee_518,42,Male,Canada,Delhi,PhD,Designer,HR,14,134647,17256,32,Yes,7,2019,Contract
519,Employee_519,48,Female,Pakistan,London,Bachelor,Designer,HR,27,65031,4203,32,Yes,3,2012,Part-Time
520,Employee_520,30,Male,Pakistan,LA,Master,Developer,HR,8,72929,7499,36,No,1,2019,Part-Time
521,Employee_521,37,Male,Pakistan,Toronto,High School,Analyst,HR,14,95747,6173,33,Yes,8,2001,Full-Time
522,Employee_522,31,Female,India,NY,High School,Designer,Marketing,27,87851,18273,32,No,3,2002,Contract
523,Employee_523,28,Female,USA,LA,Master,Analyst,Finance,23,85311,12650,44,No,8,2014,Part-Time
524,Employee_524,29,Male,Pakistan,NY,Master,Developer,Finance,27,142113,10173,37,No,7,2022,Full-Time
525,Employee_525,36,Male,UK,LA,Master,Developer,Marketing,28,135331,8382,32,Yes,2,2018,Part-Time
526,Employee_526,57,Male,Pakistan,LA,Bachelor,Developer,HR,2,95867,1801,58,Yes,1,2012,Full-Time
527,Employee_527,26,Male,India,Delhi,High School,Manager,HR,21,118780,9234,59,No,7,2004,Contract
528,Employee_528,32,Male,UK,Toronto,Master,Analyst,Finance,26,87196,14897,36,Yes,1,2021,Full-Time
529,Employee_529,59,Male,India,Toronto,Bachelor,Developer,Marketing,18,103705,16197,47,Yes,6,2005,Part-Time
530,Employee_530,28,Female,UK,LA,High School,Analyst,HR,12,87894,10969,40,Yes,8,2013,Part-Time
531,Employee_531,46,Female,Canada,London,PhD,Manager,HR,11,117640,4201,40,Yes,7,2003,Contract
532,Employee_532,21,Female,USA,London,Bachelor,Manager,HR,19,137437,17733,46,No,4,2021,Contract
533,Employee_533,24,Male,USA,NY,High School,Developer,IT,0,44591,10972,57,Yes,1,2018,Part-Time
534,Employee_534,48,Female,India,NY,Bachelor,Developer,Marketing,20,127247,1583,35,No,1,2022,Part-Time
535,Employee_535,56,Male,USA,Delhi,High School,Designer,HR,16,78893,13719,37,No,4,2006,Part-Time
536,Employee_536,57,Male,India,LA,High School,Analyst,IT,12,30727,4377,30,Yes,5,2003,Contract
537,Employee_537,38,Female,India,NY,PhD,Developer,Marketing,0,51359,15855,58,No,7,2001,Part-Time
538,Employee_538,27,Male,India,NY,Bachelor,Designer,HR,9,73822,4401,39,No,4,2006,Contract
539,Employee_539,20,Male,USA,Karachi,Master,Analyst,Finance,14,131547,14636,57,Yes,1,2002,Part-Time
540,Employee_540,41,Female,India,LA,PhD,Developer,IT,26,145336,16738,54,No,7,2014,Full-Time
541,Employee_541,36,Female,USA,Delhi,PhD,Designer,IT,26,133399,7772,48,No,2,2000,Full-Time
542,Employee_542,26,Female,India,NY,High School,Designer,HR,29,142113,11131,32,Yes,2,2001,Part-Time
543,Employee_543,44,Male,Pakistan,Delhi,Master,Analyst,HR,6,118534,1788,33,Yes,8,2009,Full-Time
544,Employee_544,23,Female,India,Toronto,Bachelor,Designer,IT,27,40929,17184,40,Yes,5,2015,Contract
545,Employee_545,55,Female,UK,Delhi,Master,Analyst,Finance,21,90091,3889,44,Yes,2,2024,Full-Time
546,Employee_546,25,Male,India,London,Master,Analyst,Finance,17,110378,10569,30,Yes,5,2014,Full-Time
547,Employee_547,50,Female,Canada,London,Master,Analyst,Marketing,15,53519,11141,38,No,8,2023,Contract
548,Employee_548,38,Female,India,Delhi,Master,Manager,HR,13,47393,12934,40,No,6,2014,Full-Time
549,Employee_549,58,Female,UK,London,Master,Designer,Finance,26,64318,10769,48,Yes,3,2013,Full-Time
550,Employee_550,46,Male,UK,Toronto,High School,Analyst,Marketing,27,104531,8612,42,Yes,8,2021,Part-Time
551,Employee_551,29,Male,USA,LA,High School,Developer,Finance,17,124192,19876,55,No,9,2013,Contract
552,Employee_552,45,Male,Pakistan,London,PhD,Manager,HR,26,77934,17205,45,Yes,5,2005,Contract
553,Employee_553,38,Male,India,London,High School,Manager,Marketing,6,135796,14934,33,Yes,2,2013,Part-Time
554,Employee_554,58,Female,USA,Delhi,PhD,Designer,Marketing,16,140805,11095,30,No,2,2016,Part-Time
555,Employee_555,22,Male,Pakistan,Toronto,PhD,Analyst,Marketing,28,111103,5240,49,No,7,2017,Full-Time
556,Employee_556,32,Male,India,LA,Bachelor,Designer,Finance,17,58840,19706,42,No,1,2019,Full-Time
557,Employee_557,47,Female,Canada,Delhi,Master,Manager,HR,11,148089,11748,30,Yes,2,2018,Full-Time
558,Employee_558,39,Female,India,Delhi,High School,Analyst,Marketing,7,119367,6298,34,No,4,2016,Part-Time
559,Employee_559,47,Female,UK,Karachi,Bachelor,Developer,IT,21,43265,2861,34,Yes,1,2015,Contract
560,Employee_560,27,Male,UK,Toronto,High School,Analyst,HR,29,35424,15142,43,No,4,2007,Full-Time
561,Employee_561,58,Male,Canada,LA,PhD,Manager,IT,1,50625,8320,56,Yes,5,2006,Part-Time
562,Employee_562,20,Male,USA,Toronto,High School,Developer,IT,6,109622,12367,52,Yes,9,2019,Contract
563,Employee_563,22,Female,Pakistan,LA,Master,Analyst,Marketing,3,59187,18482,43,Yes,1,2011,Part-Time
564,Employee_564,32,Female,India,Toronto,PhD,Developer,Marketing,17,65929,6247,37,No,5,2008,Full-Time
565,Employee_565,47,Male,UK,Delhi,PhD,Developer,Finance,27,91892,2734,33,No,2,2013,Part-Time
566,Employee_566,44,Female,USA,Delhi,Bachelor,Manager,Finance,5,50539,5663,36,No,9,2019,Part-Time
567,Employee_567,52,Female,Canada,NY,Master,Developer,Finance,26,86630,6909,49,Yes,6,2000,Part-Time
568,Employee_568,57,Female,UK,London,PhD,Designer,HR,8,120639,13818,48,No,2,2009,Part-Time
569,Employee_569,25,Male,Canada,Karachi,Master,Manager,Finance,26,123410,18064,44,No,3,2016,Contract
570,Employee_570,51,Female,India,Toronto,High School,Designer,IT,8,39215,9163,51,Yes,8,2016,Full-Time
571,Employee_571,40,Female,Pakistan,Karachi,Master,Developer,Finance,13,69385,19454,33,Yes,1,2016,Contract
572,Employee_572,35,Male,UK,NY,PhD,Designer,Marketing,7,117580,14358,59,No,3,2003,Part-Time
573,Employee_573,40,Male,UK,London,Bachelor,Analyst,Finance,18,107462,7668,48,No,1,2016,Part-Time
574,Employee_574,30,Female,India,Toronto,PhD,Developer,HR,2,143396,14016,38,No,8,2017,Full-Time
575,Employee_575,56,Female,USA,LA,Master,Analyst,HR,17,127037,9001,50,Yes,1,2019,Full-Time
576,Employee_576,55,Male,Pakistan,London,Master,Designer,IT,4,125310,10921,42,No,5,2022,Contract
577,Employee_577,54,Male,UK,Delhi,PhD,Analyst,HR,13,55008,3191,43,Yes,4,2001,Contract
578,Employee_578,38,Female,Pakistan,NY,Master,Developer,Finance,27,78928,9859,52,Yes,7,2007,Full-Time
579,Employee_579,39,Female,UK,London,High School,Analyst,Marketing,29,113096,9872,57,No,5,2012,Contract
580,Employee_580,37,Female,Pakistan,London,PhD,Designer,HR,3,119876,19847,43,No,8,2022,Part-Time
581,Employee_581,33,Female,Canada,Delhi,Bachelor,Designer,IT,6,54976,5922,51,Yes,1,2024,Part-Time
582,Employee_582,34,Male,UK,Toronto,PhD,Designer,Finance,19,143942,5392,39,Yes,5,2021,Full-Time
583,Employee_583,50,Female,Pakistan,LA,High School,Developer,IT,24,57626,14541,45,No,4,2019,Contract
584,Employee_584,20,Female,USA,Delhi,High School,Designer,HR,27,128256,16015,34,No,3,2021,Part-Time
585,Employee_585,22,Male,Canada,LA,High School,Developer,HR,11,130537,4227,52,No,5,2014,Full-Time
586,Employee_586,35,Female,Canada,Toronto,High School,Analyst,IT,1,89789,3024,56,Yes,3,2019,Contract
587,Employee_587,42,Male,USA,London,High School,Designer,Finance,10,34700,17713,35,Yes,8,2022,Part-Time
588,Employee_588,30,Female,Pakistan,LA,Bachelor,Analyst,HR,13,139331,3486,55,No,3,2008,Contract
589,Employee_589,31,Female,India,NY,Master,Manager,Marketing,21,93645,2155,31,Yes,1,2002,Contract
590,Employee_590,29,Male,USA,NY,High School,Analyst,HR,22,103396,11082,42,Yes,9,2002,Contract
591,Employee_591,51,Male,Pakistan,Delhi,High School,Manager,Finance,15,37526,5477,58,No,9,2001,Full-Time
592,Employee_592,35,Female,USA,Toronto,PhD,Analyst,HR,19,133863,19569,42,Yes,6,2000,Part-Time
593,Employee_593,27,Female,USA,Delhi,Bachelor,Developer,IT,28,69500,8086,48,No,1,2013,Full-Time
594,Employee_594,57,Female,UK,Delhi,Bachelor,Analyst,HR,5,98049,3317,47,No,8,2016,Part-Time
595,Employee_595,31,Male,Pakistan,Karachi,Master,Developer,HR,22,103366,4621,57,Yes,2,2012,Part-Time
596,Employee_596,43,Female,India,Delhi,Bachelor,Developer,Finance,3,110317,5491,48,Yes,9,2018,Full-Time
597,Employee_597,47,Male,UK,Karachi,PhD,Designer,IT,14,89117,16916,30,No,8,2022,Full-Time
598,Employee_598,27,Male,USA,NY,PhD,Developer,Finance,23,86096,16248,37,Yes,3,2014,Part-Time
599,Employee_599,47,Female,USA,NY,Master,Manager,HR,24,37910,3511,51,No,5,2024,Part-Time
600,Employee_600,55,Male,USA,Delhi,PhD,Designer,Marketing,0,111383,10546,45,Yes,9,2013,Part-Time
601,Employee_601,45,Female,Pakistan,NY,High School,Designer,HR,6,101185,16612,58,Yes,1,2001,Contract
602,Employee_602,27,Female,Pakistan,Toronto,High School,Analyst,Finance,24,80248,8848,31,Yes,9,2006,Part-Time
603,Employee_603,47,Female,UK,Karachi,PhD,Developer,Marketing,11,104656,15274,37,No,4,2016,Full-Time
604,Employee_604,47,Female,India,Karachi,Master,Developer,Finance,9,31951,18677,35,Yes,4,2017,Full-Time
605,Employee_605,56,Female,UK,Delhi,Bachelor,Manager,Finance,4,95212,3465,45,No,4,2005,Full-Time
606,Employee_606,55,Male,Canada,NY,Master,Analyst,IT,11,105701,17304,52,No,9,2020,Part-Time
607,Employee_607,46,Male,USA,LA,Bachelor,Analyst,Marketing,17,109888,16669,40,No,6,2007,Part-Time
608,Employee_608,36,Female,USA,Karachi,PhD,Designer,HR,9,105282,12294,46,Yes,8,2001,Contract
609,Employee_609,28,Female,USA,Delhi,PhD,Designer,Finance,5,139274,4175,52,No,4,2000,Contract
610,Employee_610,52,Male,UK,Delhi,High School,Designer,HR,27,124533,8849,48,No,3,2015,Full-Time
611,Employee_611,39,Male,UK,Toronto,Bachelor,Manager,IT,11,71954,13473,40,Yes,1,2006,Contract
612,Employee_612,32,Male,USA,London,Master,Manager,IT,6,119719,10425,57,No,7,2021,Contract
613,Employee_613,47,Male,UK,London,PhD,Designer,Marketing,17,38804,13222,37,No,4,2023,Full-Time
614,Employee_614,48,Female,Pakistan,Karachi,Master,Analyst,IT,1,122705,9444,51,Yes,8,2010,Part-Time
615,Employee_615,32,Female,Pakistan,Toronto,High School,Manager,IT,9,30595,9210,33,No,3,2014,Contract
616,Employee_616,54,Male,UK,Toronto,Bachelor,Analyst,HR,14,59592,3759,40,Yes,1,2012,Part-Time
617,Employee_617,25,Female,USA,Toronto,Bachelor,Analyst,IT,29,70643,17091,37,No,5,2023,Full-Time
618,Employee_618,37,Male,UK,Karachi,PhD,Developer,IT,11,92665,1002,38,No,2,2001,Full-Time
619,Employee_619,24,Female,UK,London,Bachelor,Designer,Finance,25,50823,18643,55,Yes,3,2013,Contract
620,Employee_620,44,Male,UK,Toronto,PhD,Developer,IT,16,35972,9190,31,No,6,2023,Full-Time
621,Employee_621,21,Female,Canada,NY,High School,Designer,Finance,3,45882,16248,45,No,3,2005,Full-Time
622,Employee_622,29,Male,Pakistan,Delhi,Bachelor,Designer,IT,6,96394,6773,35,No,3,2008,Full-Time
623,Employee_623,49,Male,India,Delhi,PhD,Analyst,IT,29,101055,13786,50,Yes,6,2006,Contract
624,Employee_624,24,Female,India,LA,Master,Designer,Marketing,8,53769,19952,50,Yes,5,2017,Contract
625,Employee_625,52,Male,Canada,LA,PhD,Analyst,Marketing,18,55020,16037,55,Yes,9,2023,Contract
626,Employee_626,20,Female,UK,Karachi,Bachelor,Analyst,Finance,27,72748,2885,56,Yes,1,2008,Full-Time
627,Employee_627,37,Female,Canada,Karachi,High School,Designer,IT,26,132621,8060,48,Yes,3,2022,Part-Time
628,Employee_628,51,Male,Canada,Delhi,Bachelor,Analyst,HR,22,115374,17331,57,No,3,2003,Full-Time
629,Employee_629,30,Female,USA,NY,Bachelor,Analyst,Marketing,6,74912,8844,37,Yes,6,2008,Contract
630,Employee_630,40,Female,Pakistan,London,PhD,Analyst,HR,22,42879,14450,43,Yes,8,2003,Part-Time
631,Employee_631,45,Female,India,London,Master,Manager,Marketing,1,63798,10491,53,Yes,3,2011,Part-Time
632,Employee_632,44,Female,UK,Karachi,Bachelor,Analyst,Marketing,5,137791,19722,45,No,3,2003,Contract
633,Employee_633,41,Female,India,NY,Master,Manager,IT,17,119826,10268,41,No,6,2024,Part-Time
634,Employee_634,46,Male,India,Karachi,PhD,Manager,Marketing,5,76073,10139,34,Yes,8,2023,Part-Time
635,Employee_635,32,Female,Pakistan,London,Master,Analyst,HR,12,105791,7791,53,No,6,2019,Contract
636,Employee_636,52,Female,India,Karachi,PhD,Analyst,Marketing,25,96983,8171,55,No,3,2013,Part-Time
637,Employee_637,53,Female,India,Toronto,High School,Manager,Finance,18,73005,18253,53,No,4,2023,Part-Time
638,Employee_638,54,Female,Canada,Karachi,Master,Manager,IT,29,124731,1093,48,No,1,2023,Contract
639,Employee_639,20,Female,Pakistan,Delhi,Master,Analyst,IT,1,32850,3987,47,Yes,8,2006,Part-Time
640,Employee_640,40,Male,USA,Karachi,High School,Analyst,Finance,11,58400,13847,38,Yes,4,2012,Part-Time
641,Employee_641,25,Female,UK,Delhi,Master,Designer,Finance,14,41953,10967,31,No,6,2021,Part-Time
642,Employee_642,47,Male,India,NY,High School,Manager,Finance,13,136410,17218,54,No,3,2007,Part-Time
643,Employee_643,36,Male,UK,London,Bachelor,Manager,Marketing,5,53535,11452,49,No,6,2022,Contract
644,Employee_644,24,Male,USA,LA,PhD,Designer,IT,17,105536,9627,41,No,9,2004,Full-Time
645,Employee_645,50,Male,UK,LA,High School,Manager,Finance,4,105039,5947,58,Yes,9,2011,Full-Time
646,Employee_646,24,Female,USA,London,Master,Developer,Marketing,17,111029,7651,31,No,3,2012,Part-Time
647,Employee_647,57,Male,Canada,LA,High School,Manager,Finance,2,34055,4144,39,Yes,3,2019,Contract
648,Employee_648,22,Male,India,Karachi,Master,Designer,HR,2,68170,17460,30,No,4,2013,Contract
649,Employee_649,42,Female,USA,NY,Bachelor,Developer,HR,21,127944,9959,33,Yes,7,2017,Part-Time
650,Employee_650,56,Female,UK,NY,High School,Analyst,IT,21,137585,9297,54,No,3,2023,Full-Time
651,Employee_651,56,Female,India,London,Bachelor,Designer,Marketing,9,129976,7694,41,Yes,8,2024,Part-Time
652,Employee_652,29,Male,Canada,LA,PhD,Designer,HR,18,58251,16835,38,Yes,8,2019,Contract
653,Employee_653,29,Female,India,Karachi,Master,Analyst,HR,2,34532,4346,33,Yes,6,2003,Contract
654,Employee_654,38,Female,USA,NY,Master,Designer,Marketing,28,34924,12340,38,No,4,2020,Full-Time
655,Employee_655,36,Male,Canada,NY,Bachelor,Manager,Finance,11,78037,1244,57,Yes,5,2017,Contract
656,Employee_656,40,Female,UK,Toronto,PhD,Analyst,Marketing,28,108082,3625,35,No,2,2006,Contract
657,Employee_657,33,Female,Canada,Toronto,High School,Designer,Finance,15,122115,4849,30,Yes,6,2014,Contract
658,Employee_658,28,Female,Canada,NY,High School,Analyst,HR,16,101621,10597,39,Yes,3,2020,Full-Time
659,Employee_659,20,Female,Pakistan,London,Master,Analyst,HR,6,107926,8737,58,No,6,2005,Contract
660,Employee_660,32,Male,Canada,Delhi,Bachelor,Analyst,HR,12,108816,15024,43,Yes,5,2015,Part-Time
661,Employee_661,23,Female,Canada,Delhi,Bachelor,Developer,IT,23,119654,13000,51,No,2,2019,Full-Time
662,Employee_662,20,Female,India,Karachi,High School,Designer,IT,1,100400,9333,54,No,5,2023,Part-Time
663,Employee_663,59,Male,UK,NY,PhD,Developer,IT,3,137620,18276,58,No,5,2007,Part-Time
664,Employee_664,51,Female,India,NY,PhD,Designer,Marketing,9,129525,8310,47,No,9,2020,Full-Time
665,Employee_665,53,Male,India,NY,High School,Manager,HR,6,131164,3399,35,Yes,8,2015,Part-Time
666,Employee_666,47,Female,USA,London,High School,Manager,HR,23,122385,5640,47,Yes,7,2021,Full-Time
667,Employee_667,50,Male,India,Toronto,Bachelor,Manager,Marketing,16,123102,11391,49,No,3,2015,Part-Time
668,Employee_668,27,Male,Pakistan,NY,PhD,Designer,IT,19,40702,18853,45,Yes,4,2002,Full-Time
669,Employee_669,58,Male,Pakistan,NY,High School,Analyst,Marketing,5,136732,11892,44,Yes,6,2016,Contract
670,Employee_670,45,Male,USA,LA,High School,Analyst,IT,18,45385,12197,45,No,3,2008,Contract
671,Employee_671,53,Female,UK,London,Master,Developer,HR,4,39336,14050,37,Yes,9,2024,Part-Time
672,Employee_672,22,Male,UK,Karachi,High School,Developer,Finance,9,95421,4374,42,No,8,2002,Contract
673,Employee_673,31,Female,India,NY,High School,Manager,IT,8,61225,13911,52,Yes,6,2019,Full-Time
674,Employee_674,20,Male,India,LA,PhD,Developer,HR,26,66021,9847,40,Yes,4,2006,Part-Time
675,Employee_675,24,Male,India,Delhi,Bachelor,Designer,HR,12,33782,15785,57,No,7,2017,Contract
676,Employee_676,49,Male,UK,Karachi,PhD,Designer,Finance,18,118877,11960,58,Yes,3,2011,Contract
677,Employee_677,49,Female,Canada,NY,Bachelor,Developer,HR,20,145454,14535,54,Yes,8,2018,Part-Time
678,Employee_678,36,Male,Pakistan,NY,Master,Developer,HR,23,147369,9234,36,No,1,2015,Contract
679,Employee_679,42,Female,Canada,LA,High School,Developer,IT,5,119630,11503,46,Yes,3,2021,Contract
680,Employee_680,34,Female,Canada,London,Master,Developer,IT,3,79111,6122,47,No,5,2023,Part-Time
681,Employee_681,56,Female,UK,NY,Bachelor,Manager,Finance,23,119402,10852,51,Yes,5,2016,Contract
682,Employee_682,40,Female,Canada,Delhi,PhD,Manager,Finance,26,149774,6387,52,No,2,2019,Contract
683,Employee_683,33,Female,USA,NY,PhD,Developer,HR,2,114585,8631,48,No,8,2014,Contract
684,Employee_684,21,Female,India,Delhi,Master,Designer,IT,2,72719,8226,54,No,5,2000,Contract
685,Employee_685,30,Female,USA,Karachi,Bachelor,Manager,Finance,3,126528,6108,42,No,7,2001,Part-Time
686,Employee_686,58,Female,Pakistan,Karachi,Master,Designer,Finance,24,79037,19608,44,No,7,2007,Full-Time
687,Employee_687,57,Female,India,Toronto,Master,Analyst,Marketing,4,110103,3110,52,Yes,5,2021,Full-Time
688,Employee_688,53,Male,Canada,Toronto,High School,Designer,Finance,7,139987,1957,59,Yes,8,2024,Contract
689,Employee_689,57,Male,Pakistan,Delhi,Master,Developer,HR,15,33513,8146,51,No,9,2001,Contract
690,Employee_690,53,Male,India,London,High School,Analyst,IT,21,145183,1560,58,Yes,4,2018,Full-Time
691,Employee_691,37,Male,Canada,NY,High School,Manager,Finance,2,43335,2312,51,No,4,2008,Contract
692,Employee_692,49,Male,USA,NY,PhD,Manager,Marketing,23,74140,19205,30,Yes,8,2008,Full-Time
693,Employee_693,34,Female,India,Toronto,High School,Analyst,IT,11,134126,12595,58,Yes,1,2012,Part-Time
694,Employee_694,46,Female,Canada,Delhi,High School,Designer,Finance,24,110373,6374,45,No,4,2005,Part-Time
695,Employee_695,53,Female,USA,NY,PhD,Manager,Marketing,7,107658,3651,34,No,6,2014,Part-Time
696,Employee_696,57,Female,Pakistan,NY,Master,Developer,Finance,12,64840,11006,55,Yes,4,2018,Part-Time
697,Employee_697,52,Female,Pakistan,London,Bachelor,Analyst,IT,3,61007,10933,32,Yes,6,2020,Part-Time
698,Employee_698,43,Female,Pakistan,LA,Bachelor,Developer,IT,13,86947,17172,52,No,5,2014,Part-Time
699,Employee_699,34,Female,Pakistan,Toronto,Bachelor,Analyst,IT,13,136833,3877,39,Yes,9,2017,Full-Time
700,Employee_700,49,Male,UK,Toronto,Master,Manager,HR,12,148637,5083,48,Yes,9,2006,Contract
701,Employee_701,36,Male,India,LA,High School,Designer,Finance,26,123220,1745,34,No,4,2010,Full-Time
702,Employee_702,24,Male,India,NY,Bachelor,Analyst,HR,5,56393,9749,36,Yes,4,2007,Part-Time
703,Employee_703,48,Male,UK,London,Master,Analyst,IT,16,87480,18325,43,No,8,2005,Contract
704,Employee_704,23,Female,Canada,London,High School,Developer,Marketing,3,147243,19680,32,No,4,2007,Contract
705,Employee_705,29,Female,Canada,Toronto,PhD,Manager,Finance,7,118290,18323,42,No,2,2001,Part-Time
706,Employee_706,36,Female,Pakistan,London,Bachelor,Developer,HR,16,116335,18994,42,Yes,2,2018,Part-Time
707,Employee_707,29,Male,USA,Karachi,High School,Manager,Finance,2,134263,2725,39,Yes,1,2015,Part-Time
708,Employee_708,36,Female,Canada,LA,Bachelor,Developer,Marketing,16,39107,13213,31,No,5,2006,Part-Time
709,Employee_709,39,Female,USA,NY,Bachelor,Analyst,HR,8,35993,10528,35,No,6,2009,Part-Time
710,Employee_710,43,Female,India,Karachi,Bachelor,Developer,IT,1,126341,15162,37,Yes,9,2011,Part-Time
711,Employee_711,24,Male,USA,LA,High School,Designer,HR,24,123650,9853,33,Yes,5,2016,Contract
712,Employee_712,53,Female,India,Delhi,Master,Manager,Finance,12,133325,8187,54,Yes,6,2006,Part-Time
713,Employee_713,25,Male,UK,Toronto,High School,Manager,Finance,19,147595,1032,41,No,6,2021,Part-Time
714,Employee_714,21,Male,UK,London,Bachelor,Analyst,Finance,1,82066,15893,57,No,3,2007,Contract
715,Employee_715,32,Male,Pakistan,Delhi,High School,Manager,Finance,19,141850,15408,44,Yes,4,2006,Full-Time
716,Employee_716,30,Male,Canada,London,PhD,Designer,IT,27,72942,16160,37,Yes,1,2003,Part-Time
717,Employee_717,42,Female,Pakistan,Karachi,Master,Developer,HR,10,46138,4414,36,Yes,4,2002,Contract
718,Employee_718,35,Male,India,NY,High School,Analyst,IT,26,148558,18540,43,No,1,2018,Contract
719,Employee_719,50,Male,Pakistan,NY,PhD,Designer,IT,25,74527,13120,52,No,5,2014,Full-Time
720,Employee_720,30,Female,USA,NY,Master,Manager,IT,21,39190,2543,48,Yes,8,2003,Part-Time
721,Employee_721,35,Female,India,London,PhD,Manager,Finance,14,122259,1271,43,Yes,8,2024,Part-Time
722,Employee_722,27,Male,UK,Delhi,Master,Designer,Finance,10,149773,6295,51,No,5,2008,Part-Time
723,Employee_723,23,Female,Canada,NY,High School,Developer,Finance,22,108422,15963,42,No,2,2012,Contract
724,Employee_724,59,Male,India,Delhi,PhD,Developer,HR,2,85698,12580,58,Yes,6,2017,Part-Time
725,Employee_725,23,Male,India,London,Bachelor,Analyst,Marketing,2,112315,13597,50,Yes,1,2020,Part-Time
726,Employee_726,44,Male,USA,Karachi,PhD,Manager,Finance,27,123710,13045,30,Yes,7,2015,Part-Time
727,Employee_727,22,Male,Canada,Delhi,Master,Designer,HR,25,59086,14603,56,No,4,2000,Part-Time
728,Employee_728,51,Female,UK,Karachi,High School,Developer,Finance,11,47322,10937,48,Yes,5,2003,Full-Time
729,Employee_729,22,Male,India,London,Master,Analyst,Finance,23,138132,15830,58,No,6,2017,Full-Time
730,Employee_730,46,Female,India,London,PhD,Manager,IT,4,130814,7722,57,No,1,2007,Full-Time
731,Employee_731,48,Female,USA,Toronto,PhD,Manager,IT,19,149324,9201,30,Yes,9,2019,Part-Time
732,Employee_732,51,Female,Pakistan,London,Bachelor,Analyst,IT,6,113569,5144,33,Yes,4,2015,Part-Time
733,Employee_733,38,Female,UK,London,High School,Analyst,HR,6,115610,6606,39,No,8,2020,Contract
734,Employee_734,40,Male,Canada,LA,High School,Developer,Marketing,12,33435,7766,32,Yes,5,2010,Contract
735,Employee_735,24,Female,India,NY,PhD,Designer,Marketing,8,131505,18114,56,No,8,2019,Contract
736,Employee_736,37,Male,India,Toronto,High School,Manager,HR,24,83331,16928,49,Yes,1,2020,Part-Time
737,Employee_737,47,Female,UK,Toronto,Bachelor,Designer,Finance,20,58942,2648,38,Yes,8,2020,Full-Time
738,Employee_738,41,Female,Pakistan,Toronto,Master,Manager,HR,12,89635,3130,32,Yes,4,2020,Full-Time
739,Employee_739,40,Male,India,LA,High School,Manager,Finance,11,59059,15392,57,Yes,2,2018,Full-Time
740,Employee_740,25,Male,UK,Karachi,PhD,Designer,HR,12,87557,11588,35,No,6,2022,Part-Time
741,Employee_741,20,Male,USA,London,Master,Analyst,HR,23,143457,5366,35,No,2,2018,Full-Time
742,Employee_742,24,Female,Pakistan,NY,Master,Developer,HR,9,82389,2506,52,No,5,2017,Contract
743,Employee_743,31,Female,Canada,Delhi,Bachelor,Manager,Marketing,0,83014,19542,54,Yes,2,2018,Contract
744,Employee_744,45,Male,India,Karachi,PhD,Analyst,IT,24,62826,16222,41,No,3,2010,Full-Time
745,Employee_745,53,Male,UK,London,High School,Manager,HR,7,60297,13363,52,No,6,2002,Contract
746,Employee_746,33,Male,USA,LA,PhD,Developer,Marketing,21,73890,12795,59,No,1,2007,Full-Time
